registro_id,obra_id,data_registro,requisicao_id,empreiteiro_id,fornecedor_id,tipo_obra,fase_obra,ambiente,servico,complexidade_execucao,necessidade_corte_ajuste,material,tipo_item_material,unidade_medida,material_fragil,material_modular,custo_unitario,quantidade_teorica,indice_perda_orcado,quantidade_orcada,compra_emergencial,pressao_prazo,qtd_frentes_simultaneas,quantidade_real_consumida,quantidade_sobra_reaproveitavel,quantidade_perdida_nao_reaproveitavel,houve_retrabalho_real,motivo_principal_perda,indice_perda_real,custo_perda_real,risco_perda_real
REG_01430,OBRA_029,2025-02-22,REQ_02326,EMP_006,FORN_022,industrial,fechamento,interno,vedacao_alvenaria,alta,alta,bloco_ceramico,principal,un,1,1,2.12,2009.37,0.0716,2153.17,0,alta,2,2247.89,66.97,171.55,0,sobra_nao_reaproveitavel,0.1187,363.68,medio
REG_01431,OBRA_007,2025-05-07,REQ_01174,EMP_037,FORN_038,comercial,fechamento,interno,vedacao_alvenaria,alta,alta,bloco_concreto,principal,un,1,1,7.75,1216.53,0.0569,1285.79,0,baixa,1,1347.13,46.91,83.69,0,quebra_dano,0.1074,648.62,medio
REG_01432,OBRA_030,2025-03-01,REQ_01351,EMP_038,FORN_060,residencial,acabamento,interno,revestimento_piso_parede,media,alta,piso_ceramico,principal,m2,1,1,56.73,684.14,0.0746,735.2,0,media,3,760.46,17.43,58.88,0,erro_execucao,0.1116,3340.54,medio
REG_01433,OBRA_023,2025-03-10,REQ_02079,EMP_057,FORN_038,residencial,instalacoes,interno,instalacoes_hidrossanitarias,baixa,alta,conexao_pvc,acessorio,un,0,0,7.37,191.41,0.0722,205.24,0,baixa,1,211.13,6.09,13.64,0,quebra_dano,0.1031,100.52,medio
REG_01434,OBRA_025,2025-07-04,REQ_01964,EMP_004,FORN_050,residencial,fechamento,externo,impermeabilizacao,alta,alta,argamassa_polimerica,principal,kg,0,0,3.38,930.04,0.0792,1003.7,1,alta,7,1077.58,51.59,95.95,0,recorte_ajuste,0.1586,324.3,alto
REG_01435,OBRA_003,2025-04-25,REQ_00986,EMP_033,FORN_064,comercial,fechamento,fachada,fachada_fechamento_externo,alta,media,acm,principal,m2,1,1,75.22,1914.91,0.0936,2094.14,1,alta,2,2181.78,45.83,221.05,0,erro_execucao,0.1394,16627.21,alto
REG_01436,OBRA_025,2025-02-25,REQ_02140,EMP_043,FORN_070,comercial,acabamento,interno,revestimento_piso_parede,alta,alta,porcelanato,principal,m2,1,1,110.54,2113.79,0.0683,2258.09,0,media,2,2384.12,62.44,207.89,0,recorte_ajuste,0.1279,22979.96,medio
REG_01437,OBRA_006,2025-06-22,REQ_02246,EMP_023,FORN_028,residencial,acabamento,interno,pintura,media,media,selador,consumivel,l,0,0,8.39,955.09,0.0631,1015.36,1,media,3,1052.97,32.89,64.98,0,erro_execucao,0.1025,545.2,medio
REG_01438,OBRA_008,2025-04-24,REQ_00590,EMP_040,FORN_067,industrial,instalacoes,interno,instalacoes_hidrossanitarias,baixa,media,tubo_pvc_agua,principal,m,0,1,4.12,1570.5,0.0456,1642.08,0,alta,1,1763.48,76.87,116.11,0,erro_execucao,0.1229,478.39,medio
REG_01439,OBRA_015,2025-03-27,REQ_00630,EMP_030,FORN_048,industrial,fechamento,cobertura,impermeabilizacao,media,media,argamassa_polimerica,principal,kg,0,0,4.03,1540.9,0.06,1633.35,0,media,5,1747.95,56.32,150.73,0,sobra_nao_reaproveitavel,0.1344,607.45,alto
REG_01440,OBRA_024,2025-02-09,REQ_01958,EMP_059,FORN_040,residencial,acabamento,interno,esquadrias_metal_vidro,media,media,esquadria_aluminio,principal,m2,1,1,893.92,2197.04,0.0306,2264.37,0,alta,6,2458.97,85.39,176.55,1,retrabalho,0.1192,157818.28,medio
REG_01441,OBRA_022,2025-07-18,REQ_00618,EMP_010,FORN_052,residencial,acabamento,interno,esquadrias_madeira,media,alta,porta_madeira,principal,un,1,1,1163.57,481.64,0.0465,504.02,1,media,5,521.22,16.86,22.73,0,recorte_ajuste,0.0822,26445.62,medio
REG_01442,OBRA_019,2025-08-13,REQ_00239,EMP_026,FORN_056,comercial,fechamento,fachada,fachada_fechamento_externo,baixa,baixa,telha_metalica_fechamento,principal,m2,0,1,41.15,177.69,0.0566,187.75,0,baixa,1,183.77,0.26,5.81,0,sobra_nao_reaproveitavel,0.0342,239.24,baixo
REG_01443,OBRA_020,2025-02-06,REQ_01093,EMP_049,FORN_015,comercial,acabamento,interno,forro,baixa,alta,placa_forro_mineral,principal,m2,1,1,80.93,216.69,0.0835,234.78,0,baixa,7,262.03,7.99,37.35,0,recorte_ajuste,0.2092,3022.56,alto
REG_01444,OBRA_008,2025-08-14,REQ_01245,EMP_054,FORN_033,industrial,fechamento,cobertura,cobertura,media,alta,calha,acessorio,m,0,1,32.67,136.36,0.0551,143.87,0,media,6,155.58,5.63,13.6,0,recorte_ajuste,0.141,444.25,alto
REG_01445,OBRA_009,2025-07-24,REQ_02182,EMP_034,FORN_041,residencial,fechamento,cobertura,cobertura,alta,media,telha_termoacustica,principal,m2,0,1,116.09,342.35,0.025,350.92,0,media,3,369.02,10.45,16.22,0,recorte_ajuste,0.0779,1883.39,medio
REG_01446,OBRA_028,2025-08-05,REQ_00381,EMP_044,FORN_018,comercial,fechamento,interno,vedacao_drywall,media,media,massa_junta,consumivel,kg,0,0,4.4,2306.26,0.0626,2450.57,0,alta,6,2537.75,14.33,217.15,0,alteracao_projeto,0.1004,955.48,medio
REG_01447,OBRA_017,2025-07-27,REQ_00857,EMP_039,FORN_053,comercial,instalacoes,interno,instalacoes_hidrossanitarias,alta,media,tubo_pvc_esgoto,principal,m,0,1,32.19,1393.52,0.0591,1475.95,0,baixa,5,1492.57,43.47,55.58,0,recorte_ajuste,0.0711,1789.11,medio
REG_01448,OBRA_015,2025-03-18,REQ_01104,EMP_039,FORN_068,comercial,instalacoes,externo,instalacoes_hidrossanitarias,alta,media,conexao_pvc,acessorio,un,0,0,6.4,1987.86,0.0643,2115.67,0,baixa,7,2266.77,8.01,270.9,0,consumo_acima_previsto,0.1403,1733.77,alto
REG_01449,OBRA_002,2025-01-08,REQ_01005,EMP_055,FORN_064,industrial,estrutura,interno,estrutura_metalica,alta,baixa,chumbador,acessorio,un,0,0,8.97,93.94,0.0573,99.32,0,baixa,1,101.08,1.38,5.76,0,alteracao_projeto,0.076,51.67,medio
REG_01450,OBRA_010,2025-06-06,REQ_01876,EMP_005,FORN_041,residencial,fechamento,cobertura,cobertura,media,baixa,telha_metalica,principal,m2,0,1,41.83,320.17,0.0647,340.88,0,alta,3,353.06,9.68,23.21,0,sobra_nao_reaproveitavel,0.1027,970.88,medio
REG_01451,OBRA_021,2025-03-05,REQ_02420,EMP_036,FORN_042,comercial,acabamento,fachada,esquadrias_metal_vidro,media,alta,selante_silicone,consumivel,cartucho,0,0,68.03,815.85,0.0504,856.98,1,alta,2,923.05,16.17,91.03,0,consumo_acima_previsto,0.1314,6192.86,alto
REG_01452,OBRA_003,2025-06-15,REQ_01355,EMP_054,FORN_046,comercial,fechamento,fachada,fachada_fechamento_externo,alta,media,perfil_aluminio,acessorio,m,0,1,20.85,1912.45,0.0835,2072.18,1,baixa,5,2140.51,98.27,129.79,0,sobra_nao_reaproveitavel,0.1193,2706.1,medio
REG_01453,OBRA_026,2025-04-28,REQ_00719,EMP_014,FORN_015,comercial,fechamento,cobertura,cobertura,media,alta,parafuso_fixador,acessorio,un,0,0,1.44,2076.81,0.0832,2249.52,0,alta,5,2345.72,7.72,261.19,0,sobra_nao_reaproveitavel,0.1295,376.12,medio
REG_01454,OBRA_005,2025-05-31,REQ_02428,EMP_045,FORN_078,comercial,fundacao,externo,fundacao,media,alta,forma_madeira,acessorio,m2,0,1,47.26,29.2,0.0618,31.0,0,baixa,4,33.69,0.99,3.5,0,sobra_nao_reaproveitavel,0.1537,165.21,alto
REG_01455,OBRA_009,2025-03-26,REQ_01156,EMP_030,FORN_036,industrial,estrutura,cobertura,estrutura_metalica,alta,baixa,parafuso_fixador,acessorio,un,0,0,3.42,741.6,0.0647,789.61,1,alta,3,808.63,22.09,44.93,0,erro_execucao,0.0904,153.68,medio
REG_01456,OBRA_018,2025-02-02,REQ_01993,EMP_001,FORN_084,residencial,estrutura,interno,estrutura_concreto,media,alta,forma_madeira,acessorio,m2,0,1,73.4,2105.46,0.0564,2224.2,1,alta,3,2396.94,26.53,264.95,0,erro_execucao,0.1384,19447.03,alto
REG_01457,OBRA_023,2025-06-30,REQ_02032,EMP_023,FORN_071,residencial,acabamento,externo,esquadrias_metal_vidro,alta,alta,vidro,principal,m2,1,1,307.7,730.31,0.0451,763.25,0,baixa,2,835.54,0.47,104.76,1,retrabalho,0.1441,32235.54,alto
REG_01458,OBRA_001,2025-01-15,REQ_00681,EMP_005,FORN_085,comercial,instalacoes,externo,instalacoes_hidrossanitarias,baixa,alta,tubo_pvc_agua,principal,m,0,1,13.45,693.22,0.0748,745.1,0,media,3,748.16,9.39,45.55,0,recorte_ajuste,0.0793,612.67,medio
REG_01459,OBRA_026,2025-06-08,REQ_02365,EMP_031,FORN_031,industrial,fechamento,interno,impermeabilizacao,alta,media,argamassa_polimerica,principal,kg,0,0,5.8,2127.9,0.0678,2272.24,0,alta,7,2339.78,45.8,166.08,0,consumo_acima_previsto,0.0996,963.26,medio
REG_01460,OBRA_023,2025-03-07,REQ_01128,EMP_014,FORN_029,comercial,fundacao,interno,fundacao,media,alta,forma_madeira,acessorio,m2,0,1,43.75,721.59,0.0511,758.46,0,alta,7,832.04,40.71,69.74,0,recorte_ajuste,0.1531,3051.2,alto
REG_01461,OBRA_025,2025-08-25,REQ_01729,EMP_034,FORN_006,industrial,instalacoes,interno,instalacoes_hidrossanitarias,media,media,conexao_pvc,acessorio,un,0,0,9.8,135.67,0.0656,144.57,1,media,6,151.12,4.65,10.8,0,quebra_dano,0.1139,105.89,medio
REG_01462,OBRA_023,2025-03-05,REQ_01664,EMP_027,FORN_010,residencial,fundacao,interno,fundacao,media,alta,brita,consumivel,m3,0,0,179.33,2109.16,0.0308,2174.03,0,media,7,2370.94,97.0,164.78,0,recorte_ajuste,0.1241,29549.22,medio
REG_01463,OBRA_029,2025-06-19,REQ_01554,EMP_041,FORN_072,industrial,acabamento,interno,forro,media,alta,placa_gesso_60x60,principal,m2,1,1,20.03,2320.41,0.093,2536.22,0,alta,6,2655.92,31.88,303.63,0,sobra_nao_reaproveitavel,0.1446,6081.8,alto
REG_01464,OBRA_022,2025-02-01,REQ_02257,EMP_032,FORN_064,residencial,acabamento,interno,esquadrias_metal_vidro,baixa,media,selante_silicone,consumivel,cartucho,0,0,36.28,794.12,0.0363,822.95,0,media,2,865.06,23.22,47.72,0,consumo_acima_previsto,0.0893,1731.24,medio
REG_01465,OBRA_027,2025-02-14,REQ_00851,EMP_013,FORN_058,industrial,fechamento,fachada,fachada_fechamento_externo,baixa,media,telha_metalica_fechamento,principal,m2,0,1,74.02,1664.87,0.065,1773.07,0,baixa,1,1786.11,35.81,85.43,0,recorte_ajuste,0.0728,6323.5,medio
REG_01466,OBRA_016,2025-07-25,REQ_00955,EMP_003,FORN_084,comercial,fechamento,cobertura,cobertura,alta,alta,calha,acessorio,m,0,1,28.64,428.36,0.0504,449.96,0,media,2,485.99,14.16,43.48,1,retrabalho,0.1345,1245.18,alto
REG_01467,OBRA_010,2025-02-22,REQ_02228,EMP_018,FORN_043,residencial,instalacoes,interno,instalacoes_incendio,media,media,tubo_incendio,principal,m,0,1,43.99,931.82,0.0526,980.83,0,alta,7,1073.83,57.45,84.56,1,retrabalho,0.1524,3719.9,alto
REG_01468,OBRA_014,2025-04-29,REQ_00204,EMP_023,FORN_057,industrial,fechamento,cobertura,cobertura,media,baixa,parafuso_fixador,acessorio,un,0,0,1.34,2335.42,0.0637,2484.19,0,media,6,2510.77,36.91,138.44,0,quebra_dano,0.0751,185.51,medio
REG_01469,OBRA_028,2025-02-07,REQ_00030,EMP_001,FORN_062,residencial,fechamento,interno,vedacao_drywall,media,media,perfil_drywall,principal,m,0,1,11.65,1795.93,0.0414,1870.31,0,media,4,1946.72,32.03,118.76,0,sobra_nao_reaproveitavel,0.084,1383.6,medio
REG_01470,OBRA_004,2025-05-21,REQ_00013,EMP_024,FORN_061,residencial,fechamento,fachada,fachada_fechamento_externo,baixa,alta,telha_metalica_fechamento,principal,m2,0,1,45.54,1613.4,0.0722,1729.91,0,baixa,3,1921.75,48.84,259.51,0,recorte_ajuste,0.1911,11817.87,alto
REG_01471,OBRA_006,2025-05-01,REQ_00272,EMP_046,FORN_027,residencial,fechamento,fachada,fachada_fechamento_externo,baixa,baixa,selante_pu,consumivel,cartucho,0,0,27.87,334.78,0.0526,352.4,0,baixa,2,344.41,3.09,6.54,0,sobra_nao_reaproveitavel,0.0288,182.29,baixo
REG_01472,OBRA_008,2025-01-12,REQ_02099,EMP_030,FORN_088,comercial,instalacoes,externo,instalacoes_hidrossanitarias,baixa,baixa,conexao_pvc,acessorio,un,0,0,10.91,1957.65,0.0611,2077.26,0,media,4,2085.93,55.43,72.84,0,sobra_nao_reaproveitavel,0.0655,794.72,baixo
REG_01473,OBRA_015,2025-08-14,REQ_02066,EMP_016,FORN_057,comercial,estrutura,externo,estrutura_concreto,baixa,alta,aco_vergalhao,principal,kg,0,1,7.18,382.65,0.0513,402.26,0,alta,7,436.78,29.57,24.57,1,retrabalho,0.1415,176.38,alto
REG_01474,OBRA_025,2025-01-03,REQ_01866,EMP_049,FORN_028,industrial,acabamento,fachada,esquadrias_metal_vidro,media,baixa,selante_silicone,consumivel,cartucho,0,0,84.39,855.43,0.061,907.58,1,baixa,4,918.22,1.33,61.46,0,recorte_ajuste,0.0734,5186.93,medio
REG_01475,OBRA_021,2025-06-25,REQ_01661,EMP_010,FORN_022,comercial,acabamento,externo,esquadrias_madeira,media,alta,porta_madeira,principal,un,1,1,704.17,888.61,0.0455,929.05,0,media,1,956.3,31.49,36.21,0,sobra_nao_reaproveitavel,0.0762,25494.71,medio
REG_01476,OBRA_026,2025-05-22,REQ_01856,EMP_017,FORN_067,industrial,fechamento,interno,vedacao_drywall,media,media,fita_junta,acessorio,m,0,0,0.31,176.33,0.0437,184.03,0,media,1,192.8,5.28,11.19,0,recorte_ajuste,0.0934,3.47,medio
REG_01477,OBRA_028,2025-07-25,REQ_01540,EMP_029,FORN_088,comercial,fundacao,cobertura,fundacao,alta,media,concreto,principal,m3,0,0,546.94,1862.62,0.0331,1924.28,1,alta,6,2229.04,121.4,245.02,1,retrabalho,0.1967,134011.48,alto
REG_01478,OBRA_013,2025-07-10,REQ_01635,EMP_051,FORN_024,industrial,acabamento,externo,esquadrias_madeira,media,alta,fechadura,acessorio,un,0,0,137.6,1634.09,0.0207,1667.87,1,baixa,2,1747.34,33.49,79.76,0,consumo_acima_previsto,0.0693,10974.35,baixo
REG_01479,OBRA_015,2025-03-22,REQ_00261,EMP_047,FORN_065,comercial,acabamento,interno,forro,alta,alta,placa_forro_mineral,principal,m2,1,1,68.49,717.67,0.0591,760.08,0,baixa,3,804.57,21.26,65.64,0,sobra_nao_reaproveitavel,0.1211,4495.57,medio
REG_01480,OBRA_017,2025-06-18,REQ_01800,EMP_015,FORN_018,residencial,fechamento,interno,impermeabilizacao,alta,media,argamassa_polimerica,principal,kg,0,0,5.66,842.14,0.0756,905.82,0,baixa,5,969.02,48.17,78.71,1,retrabalho,0.1507,445.51,alto
REG_01481,OBRA_024,2025-01-30,REQ_01953,EMP_019,FORN_083,residencial,acabamento,fachada,esquadrias_metal_vidro,media,media,esquadria_aluminio,principal,m2,1,1,534.5,1235.63,0.0561,1304.93,1,alta,1,1352.03,17.3,99.1,0,recorte_ajuste,0.0942,52969.03,medio
REG_01482,OBRA_001,2025-08-18,REQ_02346,EMP_011,FORN_079,residencial,estrutura,externo,estrutura_concreto,baixa,media,aco_vergalhao,principal,kg,0,1,5.43,1137.66,0.0411,1184.38,0,media,5,1202.13,13.85,50.62,0,recorte_ajuste,0.0567,274.88,baixo
REG_01483,OBRA_029,2025-03-31,REQ_01079,EMP_022,FORN_008,comercial,acabamento,externo,forro,media,alta,placa_forro_mineral,principal,m2,1,1,68.99,2362.24,0.0543,2490.51,0,media,2,2695.08,114.75,218.09,0,recorte_ajuste,0.1409,15046.09,alto
REG_01484,OBRA_015,2025-07-18,REQ_00991,EMP_031,FORN_077,comercial,instalacoes,interno,instalacoes_hidrossanitarias,media,baixa,conexao_pvc,acessorio,un,0,0,3.75,1908.87,0.0836,2068.42,0,media,6,2115.71,35.25,171.59,0,quebra_dano,0.1084,643.46,medio
REG_01485,OBRA_011,2025-08-22,REQ_02229,EMP_010,FORN_024,industrial,fundacao,interno,fundacao,media,alta,forma_madeira,acessorio,m2,0,1,37.87,1732.51,0.0752,1862.73,0,media,7,1938.75,41.48,164.76,0,alteracao_projeto,0.119,6239.37,medio
REG_01486,OBRA_012,2025-05-13,REQ_02028,EMP_044,FORN_051,residencial,estrutura,externo,estrutura_concreto,media,media,concreto,principal,m3,0,0,465.61,70.91,0.0458,74.16,0,media,5,73.98,0.33,2.74,0,alteracao_projeto,0.0433,1277.23,baixo
REG_01487,OBRA_014,2025-01-21,REQ_01965,EMP_048,FORN_031,comercial,fechamento,cobertura,cobertura,baixa,baixa,parafuso_fixador,acessorio,un,0,0,1.71,2257.76,0.0581,2388.95,0,alta,1,2462.02,19.27,185.0,0,recorte_ajuste,0.0905,316.34,medio
REG_01488,OBRA_014,2025-03-05,REQ_00145,EMP_035,FORN_007,comercial,acabamento,interno,esquadrias_madeira,baixa,media,batente_madeira,principal,un,0,1,286.82,1500.46,0.0433,1565.41,0,alta,6,1610.93,10.91,99.55,0,recorte_ajuste,0.0736,28553.35,medio
REG_01489,OBRA_005,2025-08-24,REQ_01070,EMP_039,FORN_049,comercial,acabamento,externo,pintura,media,media,selador,consumivel,l,0,0,6.12,1619.64,0.0702,1733.27,0,media,5,1782.99,28.7,134.66,0,sobra_nao_reaproveitavel,0.1009,824.09,medio
REG_01490,OBRA_013,2025-03-18,REQ_01974,EMP_050,FORN_002,comercial,acabamento,externo,esquadrias_metal_vidro,media,alta,esquadria_aluminio,principal,m2,1,1,846.67,324.96,0.0463,340.01,0,media,6,354.45,14.92,14.57,0,recorte_ajuste,0.0908,12339.14,medio
REG_01491,OBRA_014,2025-06-04,REQ_00724,EMP_035,FORN_017,comercial,fechamento,cobertura,impermeabilizacao,media,alta,argamassa_polimerica,principal,kg,0,0,2.8,957.9,0.0788,1033.41,0,media,4,1049.69,28.36,63.43,0,consumo_acima_previsto,0.0958,177.6,medio
REG_01492,OBRA_010,2025-08-20,REQ_01541,EMP_028,FORN_088,residencial,acabamento,interno,revestimento_piso_parede,alta,alta,argamassa_colante,consumivel,kg,0,0,1.66,2482.75,0.0828,2688.4,0,media,2,2826.94,8.95,335.24,0,sobra_nao_reaproveitavel,0.1386,556.5,alto
REG_01493,OBRA_026,2025-08-22,REQ_01256,EMP_011,FORN_075,industrial,instalacoes,interno,instalacoes_eletricas,alta,alta,cabo_eletrico,principal,m,0,0,4.06,1124.1,0.0454,1175.14,0,alta,1,1246.98,61.29,61.59,1,retrabalho,0.1093,250.07,medio
REG_01494,OBRA_008,2025-07-21,REQ_00067,EMP_013,FORN_016,comercial,instalacoes,interno,instalacoes_hidrossanitarias,baixa,alta,conexao_pvc,acessorio,un,0,0,10.43,1632.95,0.0666,1741.7,1,media,4,1770.11,45.75,91.41,0,consumo_acima_previsto,0.084,953.45,medio
REG_01495,OBRA_008,2025-03-10,REQ_00786,EMP_043,FORN_027,comercial,estrutura,interno,estrutura_concreto,alta,media,forma_madeira,acessorio,m2,0,1,55.78,1767.22,0.0578,1869.3,0,baixa,1,1974.57,43.93,163.42,0,quebra_dano,0.1173,9115.65,medio
REG_01496,OBRA_004,2025-04-12,REQ_01545,EMP_043,FORN_022,residencial,fechamento,cobertura,cobertura,media,alta,telha_metalica,principal,m2,0,1,32.66,668.57,0.0498,701.89,0,alta,1,721.61,11.89,41.15,0,sobra_nao_reaproveitavel,0.0793,1344.07,medio
REG_01497,OBRA_022,2025-06-16,REQ_01422,EMP_028,FORN_045,industrial,fechamento,externo,vedacao_alvenaria,media,media,bloco_concreto,principal,un,1,1,5.42,1158.88,0.0632,1232.13,0,media,3,1238.2,28.6,50.72,0,erro_execucao,0.0684,274.89,baixo
REG_01498,OBRA_010,2025-07-24,REQ_01492,EMP_022,FORN_025,residencial,fechamento,fachada,fachada_fechamento_externo,baixa,media,perfil_aluminio,acessorio,m,0,1,23.57,806.47,0.0479,845.1,0,baixa,1,859.14,21.88,30.79,0,quebra_dano,0.0653,725.71,baixo
REG_01499,OBRA_001,2025-07-18,REQ_00239,EMP_027,FORN_031,residencial,fechamento,externo,impermeabilizacao,baixa,baixa,manta_asfaltica,principal,m2,0,1,44.27,2196.06,0.107,2430.97,0,media,4,2469.43,24.75,248.62,0,consumo_acima_previsto,0.1245,11006.35,medio
REG_01500,OBRA_014,2025-05-09,REQ_02260,EMP_034,FORN_054,comercial,acabamento,interno,revestimento_piso_parede,alta,media,piso_ceramico,principal,m2,1,1,50.9,1889.62,0.0773,2035.65,0,media,6,2103.65,40.82,173.2,0,consumo_acima_previsto,0.1133,8815.98,medio
REG_01501,OBRA_006,2025-02-28,REQ_00108,EMP_039,FORN_013,residencial,fundacao,externo,fundacao,alta,media,brita,consumivel,m3,0,0,169.39,2068.87,0.0372,2145.81,0,alta,1,2333.96,104.03,161.06,1,retrabalho,0.1281,27281.59,medio
REG_01502,OBRA_012,2025-04-09,REQ_02137,EMP_041,FORN_046,industrial,estrutura,interno,estrutura_concreto,media,alta,aco_vergalhao,principal,kg,0,1,5.95,342.08,0.0479,358.45,0,baixa,6,375.1,7.3,25.72,0,quebra_dano,0.0965,153.02,medio
REG_01503,OBRA_015,2025-07-22,REQ_01525,EMP_037,FORN_011,industrial,instalacoes,interno,instalacoes_eletricas,media,alta,cabo_eletrico,principal,m,0,0,4.46,459.23,0.0713,491.97,1,alta,6,518.73,19.25,40.25,0,consumo_acima_previsto,0.1296,179.53,medio
REG_01504,OBRA_010,2025-05-27,REQ_02060,EMP_011,FORN_072,comercial,instalacoes,interno,instalacoes_hidrossanitarias,media,media,conexao_pvc,acessorio,un,0,0,11.36,1277.96,0.081,1381.48,1,alta,6,1370.19,26.24,65.99,0,recorte_ajuste,0.0722,749.61,medio
REG_01505,OBRA_017,2025-06-01,REQ_01028,EMP_025,FORN_050,comercial,acabamento,externo,revestimento_piso_parede,alta,media,piso_ceramico,principal,m2,1,1,88.91,650.16,0.0666,693.45,0,baixa,7,732.62,7.1,75.36,0,recorte_ajuste,0.1268,6700.66,medio
REG_01506,OBRA_019,2025-08-15,REQ_00713,EMP_027,FORN_022,residencial,fechamento,externo,impermeabilizacao,media,media,argamassa_polimerica,principal,kg,0,0,4.15,457.61,0.0714,490.29,1,baixa,7,517.28,24.11,35.55,0,sobra_nao_reaproveitavel,0.1304,147.55,alto
REG_01507,OBRA_020,2025-04-18,REQ_00760,EMP_015,FORN_061,residencial,estrutura,externo,estrutura_concreto,media,media,forma_madeira,acessorio,m2,0,1,75.94,1512.75,0.0753,1626.69,1,alta,4,1732.37,76.33,143.28,0,erro_execucao,0.1452,10881.06,alto
REG_01508,OBRA_016,2025-08-28,REQ_00721,EMP_032,FORN_019,comercial,fechamento,interno,vedacao_drywall,alta,baixa,chapa_drywall,principal,m2,1,1,34.22,1513.03,0.0645,1610.55,0,baixa,1,1635.03,39.18,82.81,0,recorte_ajuste,0.0806,2833.87,medio
REG_01509,OBRA_019,2025-04-24,REQ_02226,EMP_021,FORN_048,industrial,fechamento,interno,vedacao_alvenaria,media,alta,bloco_ceramico,principal,un,1,1,1.21,527.2,0.0968,578.21,0,media,1,588.85,5.42,56.23,0,consumo_acima_previsto,0.1169,68.04,medio
REG_01510,OBRA_012,2025-01-23,REQ_01122,EMP_023,FORN_063,residencial,estrutura,externo,estrutura_concreto,baixa,alta,forma_madeira,acessorio,m2,0,1,81.16,2131.85,0.0896,2322.89,0,alta,2,2398.76,127.34,139.57,0,consumo_acima_previsto,0.1252,11327.32,medio
REG_01511,OBRA_002,2025-07-26,REQ_00669,EMP_041,FORN_084,comercial,fechamento,interno,vedacao_alvenaria,media,alta,bloco_ceramico,principal,un,1,1,2.86,1893.05,0.0731,2031.37,0,media,7,2097.13,42.89,161.19,0,consumo_acima_previsto,0.1078,461.0,medio
REG_01512,OBRA_003,2025-07-07,REQ_00706,EMP_021,FORN_065,comercial,acabamento,interno,revestimento_piso_parede,baixa,alta,porcelanato,principal,m2,1,1,110.76,1811.48,0.0593,1918.91,0,media,7,2103.89,18.5,273.91,1,retrabalho,0.1614,30338.18,alto
REG_01513,OBRA_016,2025-05-29,REQ_00012,EMP_052,FORN_007,comercial,acabamento,interno,esquadrias_madeira,alta,alta,porta_madeira,principal,un,1,1,1012.16,512.77,0.0174,521.72,0,baixa,3,568.03,14.76,40.5,0,consumo_acima_previsto,0.1078,40992.91,medio
REG_01514,OBRA_014,2025-04-23,REQ_01817,EMP_056,FORN_017,comercial,acabamento,externo,pintura,media,media,selador,consumivel,l,0,0,9.18,1702.98,0.0399,1770.89,0,media,4,1822.21,34.3,84.92,0,sobra_nao_reaproveitavel,0.07,779.58,medio
REG_01515,OBRA_025,2025-05-20,REQ_01575,EMP_030,FORN_054,comercial,acabamento,externo,revestimento_piso_parede,media,baixa,piso_ceramico,principal,m2,1,1,59.73,1919.68,0.0747,2063.12,0,baixa,3,2126.24,87.89,118.67,0,recorte_ajuste,0.1076,7088.38,medio
REG_01516,OBRA_029,2025-01-18,REQ_01456,EMP_032,FORN_061,residencial,fechamento,fachada,fachada_fechamento_externo,baixa,alta,perfil_aluminio,acessorio,m,0,1,34.04,1711.9,0.031,1764.94,0,baixa,2,1854.91,35.72,107.29,0,sobra_nao_reaproveitavel,0.0835,3652.09,medio
REG_01517,OBRA_029,2025-02-05,REQ_01177,EMP_052,FORN_032,residencial,acabamento,interno,esquadrias_madeira,media,alta,batente_madeira,principal,un,0,1,98.91,1256.08,0.0328,1297.32,1,media,4,1410.78,37.98,116.72,0,quebra_dano,0.1232,11544.37,medio
REG_01518,OBRA_012,2025-03-28,REQ_01244,EMP_049,FORN_039,industrial,acabamento,externo,esquadrias_madeira,alta,alta,porta_madeira,principal,un,1,1,1008.21,1868.91,0.0372,1938.47,1,media,4,2075.39,10.36,196.13,0,sobra_nao_reaproveitavel,0.1105,197737.19,medio
REG_01519,OBRA_013,2025-04-03,REQ_01168,EMP_006,FORN_027,industrial,fechamento,interno,vedacao_alvenaria,media,alta,bloco_concreto,principal,un,1,1,4.0,1075.06,0.0467,1125.31,0,media,6,1264.05,30.35,158.63,0,quebra_dano,0.1758,634.54,alto
REG_01520,OBRA_006,2025-03-27,REQ_01898,EMP_009,FORN_039,industrial,instalacoes,interno,instalacoes_incendio,media,alta,sprinkler,principal,un,1,0,31.17,1236.29,0.0231,1264.9,1,alta,2,1323.97,25.82,61.86,0,sobra_nao_reaproveitavel,0.0709,1928.14,medio
REG_01521,OBRA_026,2025-08-23,REQ_00628,EMP_004,FORN_038,comercial,fundacao,externo,fundacao,media,alta,forma_madeira,acessorio,m2,0,1,83.55,570.07,0.0876,619.99,1,alta,1,660.49,21.28,69.14,0,sobra_nao_reaproveitavel,0.1586,5776.97,alto
REG_01522,OBRA_025,2025-03-07,REQ_02491,EMP_052,FORN_028,comercial,acabamento,interno,forro,media,alta,placa_gesso_60x60,principal,m2,1,1,28.1,2128.36,0.0892,2318.3,1,alta,2,2418.03,94.19,195.47,0,consumo_acima_previsto,0.1361,5492.85,alto
